Adrift	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	E 10+
Advent Rising	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	M
Adventure Pinball: Forgotten Island	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	M
Adventures of Pip	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	E
AdvertCity	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	M
Afterlife	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	M
Agatha Christie: And Then There Were None	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	E 10+
Agatha Christie: Evil Under the Sun	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	T
Agatha Christie: Murder on the Orient Express	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	EC
Age of Booty	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	EC
Age of Chivalry	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	E 10+
Age of Conan: Hyborian Adventures	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	0	T
Age of Empires	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	E
Age of Empires II: Rise of the Rajas	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	M
Age of Empires II: The African Kingdoms	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	E 10+
Age of Empires II: The Age of Kings	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	EC
Age of Empires II: The Conquerors	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	EC
Age of Empires II: The Forgotten	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	M
Age of Empires III	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	E
Age of Empires III: The Asian Dynasties	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	RP
Age of Empires III: The WarChiefs	0	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	EC
Age of Empires: The Rise of Rome	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	EC
Age of Mythology	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	A
Age of Pirates 2: City of Abandoned Ships	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	T
Age of Pirates: Captain Blood	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	E
Age of Pirates: Caribbean Tales	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	M
Age of Sail	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	RP
Age of Sail II	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	M
Age of Wanderers	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	EC
Age of Wonders	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	E 10+
Age of Wonders II: The Wizards Throne	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	RP
Age of Wonders III	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	T
Age of Wonders: Planetfall	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	M
Age of Wonders: Shadow Magic	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	E
Ai Space	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	RP
Aion: The Tower of Eternity	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	T
Air Assault Task Force	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	RP
Airfix Dogfighter	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	EC
Airport Mania	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	E
Airport Tycoon	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	E 10+
Airport Tycoon 2	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	E
Airport Tycoon 3	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	A
Akatsuki Blitzkampf	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	E
Al Emmo and the Lost Dutchmans Mine	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	E
Alan Wake	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	E
Alan Wakes American Nightmare	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1	T
Alchemy	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	EC
Alexander	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	E 10+
Alfa Romeo Racing Italiano	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	EC
Alias	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	EC
Alice VR	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	RP
Alice: An Interactive Museum	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	M
Alien Shooter: Vengeance	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	M
Alien Stars	1	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	A
Alien Swarm	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	RP
Aliens versus Predator	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	RP
Aliens versus Predator 2	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	E 10+
Aliens versus Predator Classic 2000	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	T
Aliens vs. Predator	0	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	E 10+
Aliens: Colonial Marines	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	T
Allegiance	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	T
Alliance of Valiant Arms	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	T
Allied General	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	EC
Alone in the Dark	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	RP
Alone in the Dark: The New Nightmare	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	T
Alpha Prime	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	E 10+
Alpha Protocol	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	A
Alvin and the Chipmunks	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	1	1	RP
Amazon Trail 3rd Edition	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	M
Amber: Journeys Beyond	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	E
American Conquest	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	RP
American Idol	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	A
American McGees Alice	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	E
American McGees Grimm	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	EC
Amerzone	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	M
Amnesia: A Machine for Pigs	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	T
Amnesia: The Dark Descent	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	E 10+
Amok	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	T
Anachronox	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	T
Anacreon: Imperial Conquest in the Far Future	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	A
Anarchy Online	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	RP
Ancient Wars: Sparta	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	E 10+
And Yet It Moves	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	E 10+
Angelique	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	RP
Angelique Special	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	RP
Angels Online	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	E
Angry Birds 2	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	T
Angry Birds Friends	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	RP
Angry Birds Rio	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	A
Angry Birds Seasons	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	A
Animamundi: Dark Alchemist	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	E 10+
Ankh	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	A
Ankh: Heart of Osiris	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	M
Anno 1404	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	A
Anno 1503	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	E 10+
Anno 1602	1	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	RP
Anno 1701	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	RP
Anno 2070	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	E 10+
Anodyne	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	M
Anomaly: Warzone Earth	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	M
Ant War	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	E 10+
Antinomy of Common Flowers	1	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	A
Anubis II	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	M
APB: All Points Bulletin	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	T
Apex Legends	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	A
Apprentice	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	RP
Aqua Moto Racing Utopia	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	E
AquaNox	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	RP
AquaNox 2: Revelation	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	T
Aquaria	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	A
Arcanum: Of Steamworks and Magick Obscura	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	RP
ArchLord	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	EC
Arcomage	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	RP
Area 51	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	A
Arkadian Warriors	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	E
ARMA 2	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	T
ARMA: Armed Assault	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	M
Armadillo Run	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	EC
Armageddon Empires	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	M
Armed and Dangerous	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	T
Armies of Exigo	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	E 10+
Army Men: Air Tactics	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	E
Army Men: RTS	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	E 10+
Army Men: Sarges Heroes	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	T
Army Men: Sarges War	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	E
Arthur and the Invisibles	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	M
Arthurs Knights	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	M
Arthurs Knights II: The Secret of Merlin	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	RP
Arx Fatalis	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	E
Asda Story	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	A
Asherons Call	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	M
